"week","home_team","away_team","full_name","avgpoints","defense","athome","actualpts","avg","low","high","intop30","std2017","rectar","maxrectar","minrectar","rectds","recyards","defsacks","passing_int","passing_yds_against","passing_tds_against","rushing_yds_allowed","rushing_tds_allowed"
6,"TEN","IND","Donte Moncrief",6.88,"TEN",0,11.70,9.2,8.4,12.6,0,3.05,4.20,8,3,0.20,34.80,1.75,0.75,285.25,2.75,112.50,0.75
7,"IND","JAC","Donte Moncrief",7.68,"JAC",1,5.00,8.9,7.8,11.7,0,3.36,4.67,8,3,0.17,40.17,4.00,2.00,202.00,0.60,146.40,1.00
8,"CIN","IND","Donte Moncrief",7.30,"CIN",0,0.00,8.8,8.1,11.5,0,3.23,4.57,8,3,0.14,38.71,3.60,0.80,181.60,1.00,103.20,0.60
9,"HOU","IND","Donte Moncrief",6.39,"HOU",0,1.70,7.1,6.5,8.5,0,3.95,4.13,8,1,0.13,33.88,2.50,1.17,218.00,1.67,107.17,0.50
10,"IND","PIT","Donte Moncrief",5.87,"PIT",1,13.00,6.2,5.6,7.9,0,4.01,3.89,8,1,0.11,30.89,3.25,0.88,203.63,0.75,106.38,0.75
12,"IND","TEN","Donte Moncrief",6.58,"TEN",1,2.60,7.2,5.9,8.6,0,4.41,3.60,8,1,0.20,33.80,1.44,1.00,246.89,1.89,91.89,0.44
4,"LAC","PHI","Dontrelle Inman",0.60,"LAC",0,1.70,,,,0,0.85,1.50,2,1,0.00,1.00,3.00,0.50,224.50,1.50,125.50,0.50
10,"CHI","GB","Dontrelle Inman",0.97,"GB",1,14.80,3.2,2.4,5.4,0,0.87,1.33,2,1,0.00,3.00,1.71,0.86,237.29,1.29,125.71,1.00
11,"CHI","DET","Dontrelle Inman",4.43,"DET",1,7.30,6.3,3.6,9.1,0,6.95,3.00,8,1,0.00,24.25,1.88,1.25,265.50,1.25,89.88,1.00
12,"PHI","CHI","Dontrelle Inman",5.00,"PHI",0,10.40,7.3,5.6,10.8,0,6.16,3.40,8,1,0.00,28.00,2.78,1.22,268.00,1.56,66.44,0.44
4,"SEA","IND","Doug Baldwin",16.63,"IND",1,8.50,16.1,15.1,20.7,0,11.14,9.33,15,4,0.33,70.67,2.50,0.50,325.00,1.00,72.50,1.00
5,"LA","SEA","Doug Baldwin",14.60,"LA",0,7.70,14.4,13.2,19.4,0,9.97,7.75,15,3,0.25,61.75,3.33,1.00,230.00,1.00,139.00,2.00
7,"NYG","SEA","Doug Baldwin",13.22,"NYG",0,24.20,13.8,12.9,18.5,1,9.17,7.80,15,3,0.20,56.80,1.60,0.20,231.20,2.00,139.00,0.40
8,"SEA","HOU","Doug Baldwin",15.05,"HOU",1,11.40,14.7,13.9,20.2,0,9.34,8.50,15,3,0.33,62.67,2.50,1.17,218.00,1.67,107.17,0.50
9,"SEA","WAS","Doug Baldwin",14.53,"WAS",1,26.80,14.5,13.8,20.4,1,8.64,8.71,15,3,0.29,61.43,3.00,1.00,252.83,1.67,93.67,0.67
10,"ARI","SEA","Doug Baldwin",16.06,"ARI",0,14.50,15.3,14.2,22.5,0,9.10,9.13,15,3,0.38,67.25,1.71,1.00,259.29,2.00,105.57,0.86
11,"SEA","ATL","Doug Baldwin",15.89,"ATL",1,12.00,15.8,14.2,21.8,0,8.53,8.78,15,3,0.33,70.33,2.25,0.25,224.50,1.38,114.50,0.50
12,"SF","SEA","Doug Baldwin",15.50,"SF",0,4.00,16.6,16.1,22.2,0,8.13,8.50,15,3,0.40,67.30,2.00,0.60,257.30,1.80,133.50,0.90
4,"TB","NYG","Dwayne Harris",0.00,"TB",0,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,1.00,2.00,301.00,1.00,20.00,0.00
5,"NYG","LAC","Dwayne Harris",0.00,"LAC",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,3.67,0.33,201.33,1.67,146.67,0.67
6,"DEN","NYG","Ed Eagan",,"DEN",0,0.00,,,,0,,,,,,,2.50,1.00,223.00,2.00,50.75,0.00
7,"NYG","SEA","Ed Eagan",0.00,"SEA",1,0.00,,,,0,,0.00,0,0,0.00,0.00,2.20,1.00,216.00,0.80,127.20,0.80
9,"NYG","LA","Ed Eagan",0.00,"LA",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,3.29,1.29,223.57,1.14,123.14,1.14
10,"SF","NYG","Ed Eagan",0.00,"SF",0,0.00,,,,0,0.00,0.33,1,0,0.00,0.00,2.13,0.63,262.38,1.75,131.75,1.13
7,"PIT","CIN","Eli Rogers",3.47,"CIN",1,2.00,3.1,2.9,3.5,0,4.66,3.67,7,0,0.00,18.00,3.60,0.80,181.60,1.00,103.20,0.60
8,"DET","PIT","Eli Rogers",3.10,"DET",0,0.00,,,,0,3.88,3.25,7,0,0.00,16.00,2.00,1.50,260.33,1.50,94.33,0.83
10,"IND","PIT","Eli Rogers",2.48,"IND",0,1.20,,,,0,3.63,2.80,7,0,0.00,12.80,2.00,0.88,302.38,1.50,116.25,1.25
12,"PIT","GB","Eli Rogers",2.27,"GB",1,5.10,,,,0,3.29,2.50,7,0,0.00,11.00,2.00,0.67,257.67,1.33,111.00,0.89
4,"DEN","OAK","Emmanuel Sanders",14.77,"OAK",1,6.70,15.3,14.8,20.1,0,9.30,9.67,15,6,0.67,54.33,2.50,0.00,211.00,1.00,110.50,0.50
6,"DEN","NYG","Emmanuel Sanders",12.75,"NYG",1,12.60,12.9,12.8,17.1,0,8.60,8.50,15,5,0.50,47.50,2.00,0.00,224.50,1.75,142.75,0.50
9,"PHI","DEN","Emmanuel Sanders",12.72,"PHI",0,4.00,11.8,11.2,12.6,0,7.45,8.40,15,5,0.40,53.20,2.57,1.00,291.00,1.71,67.00,0.57
10,"DEN","NE","Emmanuel Sanders",11.27,"NE",1,22.70,11.6,11.1,16.2,1,7.55,7.83,15,5,0.33,49.33,1.88,0.75,309.25,2.00,121.50,0.63
11,"DEN","CIN","Emmanuel Sanders",12.90,"CIN",1,3.50,12.5,11.4,16.7,0,8.14,8.29,15,5,0.29,61.86,2.75,0.63,208.50,1.25,116.38,0.38
12,"OAK","DEN","Emmanuel Sanders",11.73,"OAK",0,4.20,12.2,11.8,17.0,0,8.23,8.25,15,5,0.25,56.00,1.44,0.00,252.67,1.56,116.56,0.67
4,"HOU","TEN","Eric Decker",6.37,"HOU",0,3.30,8.9,7.9,12.2,0,2.45,6.00,8,5,0.00,30.33,1.50,0.00,174.50,0.50,118.50,0.50
5,"MIA","TEN","Eric Decker",5.60,"MIA",0,7.40,8.9,7.6,13.2,0,2.52,5.00,8,2,0.00,26.00,1.50,0.00,290.00,1.00,73.50,1.00
6,"TEN","IND","Eric Decker",5.96,"IND",1,15.80,9.4,8.2,13.8,0,2.33,5.20,8,2,0.00,27.60,2.25,1.50,296.75,1.50,112.50,1.50
7,"CLE","TEN","Eric Decker",7.60,"CLE",0,0.00,9.9,9.2,13.5,0,4.53,5.83,9,2,0.00,37.67,2.40,0.60,243.80,2.20,76.60,0.80
9,"TEN","BAL","Eric Decker",6.51,"BAL",1,11.10,7.3,5.9,8.5,0,5.03,5.29,9,2,0.00,32.29,2.29,1.43,201.57,1.29,145.29,0.71
10,"TEN","CIN","Eric Decker",7.09,"CIN",1,3.90,7.5,6.5,11.4,0,4.93,5.13,9,2,0.13,30.88,3.14,0.71,201.29,1.29,111.86,0.43
11,"PIT","TEN","Eric Decker",6.73,"PIT",0,6.70,6.9,6.4,11.1,0,4.73,4.89,9,2,0.11,29.56,3.25,0.88,203.63,0.75,106.38,0.75
12,"IND","TEN","Eric Decker",6.73,"IND",0,5.30,7.2,5.6,11.1,0,4.46,4.70,9,2,0.10,30.30,1.90,0.80,287.40,1.50,111.20,1.00
5,"MIA","TEN","Eric Weems",0.00,"MIA",0,0.00,,,,0,0.00,0.33,1,0,0.00,0.00,1.50,0.00,290.00,1.00,73.50,1.00
6,"TEN","IND","Eric Weems",0.00,"IND",1,0.00,,,,0,0.00,0.25,1,0,0.00,0.00,2.25,1.50,296.75,1.50,112.50,1.50
7,"CLE","TEN","Eric Weems",0.00,"CLE",0,1.50,,,,0,0.00,0.20,1,0,0.00,0.00,2.40,0.60,243.80,2.20,76.60,0.80
10,"TEN","CIN","Eric Weems",0.25,"CIN",1,0.00,,,,0,0.61,0.33,1,0,0.00,0.83,3.14,0.71,201.29,1.29,111.86,0.43
11,"PIT","TEN","Eric Weems",0.21,"PIT",0,0.00,,,,0,0.57,0.29,1,0,0.00,0.71,3.25,0.88,203.63,0.75,106.38,0.75
11,"MIA","TB","Freddie Martino",,"MIA",0,0.00,,,,0,,,,,,,2.00,0.38,233.38,1.50,94.00,0.75
5,"DAL","GB","Geronimo Allison",13.30,"DAL",0,0.00,4.6,2.6,8.4,0,11.17,6.50,8,5,0.00,73.00,3.67,0.67,258.67,2.00,87.00,0.33
6,"MIN","GB","Geronimo Allison",8.87,"MIN",0,1.70,,,,0,11.02,5.00,8,2,0.00,48.67,2.50,0.75,267.75,1.25,71.25,0.25
7,"GB","NO","Geronimo Allison",7.08,"NO",1,2.40,,,,0,9.68,4.25,8,2,0.00,38.25,2.75,1.00,284.75,1.50,109.50,0.50
9,"GB","DET","Geronimo Allison",6.14,"DET",1,0.00,,,,0,8.64,3.80,8,2,0.00,33.40,2.00,1.50,260.33,1.50,94.33,0.83
11,"GB","BAL","Geronimo Allison",5.12,"BAL",1,0.00,,,,0,8.13,3.33,8,1,0.00,27.83,2.44,1.44,200.56,1.22,125.89,0.67
4,"MIN","DET","Golden Tate",16.57,"MIN",0,6.10,14.5,14.1,18.8,0,9.16,9.00,12,4,0.33,63.33,1.50,0.00,267.00,1.50,81.00,0.00
5,"DET","CAR","Golden Tate",13.95,"CAR",1,9.80,13.9,12.8,18.9,0,9.13,8.00,12,4,0.25,54.75,2.67,0.33,179.33,1.00,89.67,0.33
6,"NO","DET","Golden Tate",13.12,"NO",0,22.60,14.3,13.4,19.8,1,8.12,8.00,12,4,0.20,53.40,2.75,1.00,284.75,1.50,109.50,0.50
8,"DET","PIT","Golden Tate",14.70,"PIT",1,14.60,,,,0,8.23,7.83,12,4,0.33,60.50,3.33,0.83,177.67,0.67,118.17,1.00
9,"GB","DET","Golden Tate",14.69,"GB",0,21.30,13.3,13.3,18.7,1,7.51,7.86,12,4,0.29,64.14,1.71,0.86,237.29,1.29,125.71,1.00
10,"DET","CLE","Golden Tate",15.51,"CLE",1,21.70,14.9,14.9,18.5,1,7.34,8.00,12,4,0.25,70.25,2.00,0.63,241.88,2.00,84.25,0.63
11,"CHI","DET","Golden Tate",16.20,"CHI",0,6.20,14.2,13.8,17.5,0,7.17,7.89,12,4,0.33,73.22,2.88,0.50,225.63,1.00,103.88,0.88
12,"DET","MIN","Golden Tate",15.20,"MIN",1,6.00,13.3,12.6,19.4,0,7.46,7.50,12,4,0.30,69.10,2.67,0.89,233.78,1.11,81.33,0.56
7,"MIN","BAL","Griff Whalen",,"MIN",0,6.30,,,,0,,,,,,,2.20,0.80,247.40,1.40,80.00,0.20
8,"BAL","MIA","Griff Whalen",6.30,"MIA",1,0.00,,,,0,,6.00,6,6,0.00,23.00,2.40,0.20,247.40,1.20,80.40,0.60
12,"IND","TEN","Harry Douglas",,"IND",0,1.80,,,,0,,,,,,,1.90,0.80,287.40,1.50,111.20,1.00
7,"LAC","DEN","Hunter Sharp",,"LAC",0,0.00,,,,0,,,,,,,3.40,0.40,214.20,1.60,161.20,0.80
4,"DEN","OAK","Isaiah McKenzie",0.13,"OAK",1,0.00,,,,0,0.23,0.00,0,0,0.00,0.00,2.50,0.00,211.00,1.00,110.50,0.50
6,"DEN","NYG","Isaiah McKenzie",0.10,"NYG",1,1.00,,,,0,0.20,0.50,2,0,0.00,0.00,2.00,0.00,224.50,1.75,142.75,0.50
8,"KC","DEN","Isaiah McKenzie",0.28,"KC",0,-1.00,,,,0,0.44,0.80,2,0,0.00,0.00,2.50,0.83,261.67,1.67,130.67,0.83
9,"PHI","DEN","Isaiah McKenzie",0.07,"PHI",0,2.40,,,,0,0.65,0.83,2,0,0.00,0.00,2.57,1.00,291.00,1.71,67.00,0.57
10,"DEN","NE","Isaiah McKenzie",0.40,"NE",1,-1.00,,,,0,1.06,1.14,3,0,0.00,2.00,1.88,0.75,309.25,2.00,121.50,0.63
4,"ARI","SF","J.J. Nelson",13.77,"SF",1,6.40,10.4,9.4,13.3,0,13.07,5.33,7,3,0.67,54.33,1.50,0.50,184.50,1.50,123.50,0.00
5,"PHI","ARI","J.J. Nelson",11.93,"PHI",0,12.40,7.5,6.2,9.6,0,11.29,5.00,7,3,0.50,49.25,2.67,1.00,285.67,1.67,75.00,0.67
6,"ARI","TB","J.J. Nelson",12.02,"TB",1,1.60,8.2,6.5,9.5,0,9.78,5.20,7,3,0.40,55.40,0.33,0.67,319.33,2.00,78.67,0.67
7,"LA","ARI","J.J. Nelson",10.28,"LA",0,5.50,7.4,6.2,8.9,0,9.73,4.50,7,1,0.33,46.17,3.00,1.20,228.00,1.40,133.60,1.40
9,"SF","ARI","J.J. Nelson",9.60,"SF",0,2.50,6.4,5.4,7.6,0,9.06,4.57,7,1,0.29,44.57,2.00,0.57,269.71,1.71,134.57,1.14
10,"ARI","SEA","J.J. Nelson",8.71,"SEA",1,2.70,5.3,4.5,9.0,0,8.76,4.25,7,1,0.25,40.88,2.43,1.14,230.86,1.29,117.71,0.71
11,"HOU","ARI","J.J. Nelson",8.04,"HOU",0,2.40,5.6,5.0,8.5,0,8.43,4.22,7,1,0.22,38.22,2.50,1.00,258.50,2.00,96.00,0.38
12,"ARI","JAC","J.J. Nelson",7.48,"JAC",1,2.40,4.5,3.5,7.8,0,8.15,4.10,7,1,0.20,35.80,3.89,1.22,189.44,0.67,120.67,0.67
9,"GB","DET","Jace Billingsley",,"GB",0,0.00,,,,0,,,,,,,1.71,0.86,237.29,1.29,125.71,1.00
4,"MIA","NO","Jakeem Grant",1.10,"NO",1,0.00,,,,0,1.56,0.50,1,0,0.00,6.00,1.50,0.00,395.50,3.00,124.00,0.50
5,"MIA","TEN","Jakeem Grant",0.73,"TEN",1,0.90,,,,0,1.27,0.33,1,0,0.00,4.00,1.67,0.67,286.00,2.33,92.33,0.33
6,"ATL","MIA","Jakeem Grant",0.78,"ATL",0,1.40,,,,0,1.04,0.75,2,0,0.00,2.75,3.00,0.25,250.50,1.25,93.00,0.50
7,"MIA","NYJ","Jakeem Grant",0.90,"NYJ",1,0.00,,,,0,0.94,0.80,2,0,0.00,3.00,1.40,1.20,219.00,1.80,143.00,0.80
8,"BAL","MIA","Jakeem Grant",0.75,"BAL",0,0.00,,,,0,0.92,0.67,2,0,0.00,2.50,2.67,1.50,203.83,1.50,141.33,0.67
9,"MIA","OAK","Jakeem Grant",0.64,"OAK",1,0.00,,,,0,0.89,0.86,2,0,0.00,2.14,1.71,0.00,256.86,1.43,113.86,0.57
11,"MIA","TB","Jakeem Grant",0.56,"TB",1,-1.00,,,,0,0.85,0.75,2,0,0.00,1.88,1.00,0.63,278.63,1.75,116.63,1.00
12,"NE","MIA","Jakeem Grant",0.39,"NE",0,0.00,,,,0,0.95,0.67,2,0,0.00,1.67,1.67,0.78,299.44,1.89,121.11,0.56
4,"KC","WAS","Jamison Crowder",7.43,"KC",0,0.30,10.2,9.1,16.1,0,3.57,6.00,7,5,0.00,37.67,4.50,0.50,300.00,1.00,115.50,1.50
6,"WAS","SF","Jamison Crowder",5.65,"SF",1,5.60,8.9,8.3,12.9,0,4.61,4.75,7,1,0.00,26.50,2.25,0.50,252.00,1.75,106.00,0.50
7,"PHI","WAS","Jamison Crowder",5.64,"PHI",0,5.10,8.4,7.8,13.3,0,3.99,4.80,7,1,0.00,24.20,2.40,0.60,299.00,1.60,62.80,0.60
8,"WAS","DAL","Jamison Crowder",5.55,"DAL",1,25.50,7.7,6.9,12.3,1,3.58,5.00,7,1,0.00,24.83,3.20,0.40,250.40,2.20,117.80,0.40
10,"WAS","MIN","Jamison Crowder",8.40,"MIN",1,12.10,8.7,7.3,13.5,0,8.22,6.14,13,1,0.00,38.86,2.88,0.88,222.13,1.13,81.38,0.38
11,"NO","WAS","Jamison Crowder",8.86,"NO",0,14.60,10.5,8.3,15.2,0,7.72,6.75,13,1,0.00,43.50,2.88,1.13,229.63,1.25,116.13,0.63
12,"WAS","NYG","Jamison Crowder",9.50,"NYG",1,30.10,11.4,10.0,15.2,1,7.47,6.89,13,1,0.00,46.67,1.44,0.44,275.89,2.22,132.56,0.67
4,"MIN","DET","Jared Abbrederis",0.00,"MIN",0,0.00,,,,0,,0.00,0,0,0.00,0.00,1.50,0.00,267.00,1.50,81.00,0.00
5,"DET","CAR","Jared Abbrederis",0.00,"CAR",1,5.70,,,,0,0.00,0.00,0,0,0.00,0.00,2.67,0.33,179.33,1.00,89.67,0.33
6,"NO","DET","Jared Abbrederis",1.90,"NO",0,1.70,,,,0,3.29,1.00,3,0,0.00,12.33,2.75,1.00,284.75,1.50,109.50,0.50
7,"MIN","BAL","Jarius Wright",4.63,"BAL",1,8.40,,,,0,3.74,2.33,3,2,0.33,13.00,2.40,1.80,217.80,1.40,123.40,0.80
8,"CLE","MIN","Jarius Wright",5.58,"CLE",0,0.00,,,,0,3.59,2.75,4,2,0.25,23.25,2.17,0.67,240.67,2.33,84.33,0.67
10,"WAS","MIN","Jarius Wright",4.46,"WAS",0,7.70,3.2,2.0,4.4,0,3.99,2.40,4,1,0.20,18.60,2.86,0.86,237.14,1.43,104.43,0.86
11,"MIN","LA","Jarius Wright",5.00,"LA",1,3.30,3.4,2.3,4.4,0,3.80,2.17,4,1,0.33,16.67,3.13,1.25,223.13,1.25,121.63,1.00
12,"DET","MIN","Jarius Wright",4.76,"DET",0,4.50,3.3,2.3,4.4,0,3.53,2.00,4,1,0.29,17.57,2.11,1.22,262.33,1.22,102.22,1.11
4,"ARI","SF","Jaron Brown",7.33,"SF",1,21.50,8.0,6.8,10.6,1,6.36,5.67,11,0,0.33,33.33,1.50,0.50,184.50,1.50,123.50,0.00
5,"PHI","ARI","Jaron Brown",10.88,"PHI",0,6.90,8.7,8.5,12.0,0,8.78,7.25,12,0,0.25,51.25,2.67,1.00,285.67,1.67,75.00,0.67
6,"ARI","TB","Jaron Brown",10.08,"TB",1,4.00,8.8,7.2,12.4,0,7.81,7.00,12,0,0.20,48.80,0.33,0.67,319.33,2.00,78.67,0.67
7,"LA","ARI","Jaron Brown",9.07,"LA",0,5.70,8.1,6.4,11.6,0,7.41,6.00,12,0,0.17,45.67,3.00,1.20,228.00,1.40,133.60,1.40
9,"SF","ARI","Jaron Brown",8.59,"SF",0,7.30,6.3,5.2,7.3,0,6.89,5.86,12,0,0.14,44.43,2.00,0.57,269.71,1.71,134.57,1.14
10,"ARI","SEA","Jaron Brown",8.43,"SEA",1,3.30,6.0,5.5,9.8,0,6.39,5.25,12,0,0.25,39.25,2.43,1.14,230.86,1.29,117.71,0.71
11,"HOU","ARI","Jaron Brown",7.86,"HOU",0,3.20,6.5,5.8,10.1,0,6.22,5.33,12,0,0.22,36.33,2.50,1.00,258.50,2.00,96.00,0.38
12,"ARI","JAC","Jaron Brown",7.39,"JAC",1,12.20,6.1,5.7,9.4,0,6.04,5.10,12,0,0.20,34.90,3.89,1.22,189.44,0.67,120.67,0.67
4,"MIA","NO","Jarvis Landry",15.45,"NO",1,10.00,16.3,15.0,20.8,0,6.58,13.00,15,11,0.00,63.00,1.50,0.00,395.50,3.00,124.00,0.50
5,"MIA","TEN","Jarvis Landry",13.63,"TEN",1,15.40,15.0,14.9,20.0,0,5.61,11.00,15,7,0.00,55.33,1.67,0.67,286.00,2.33,92.33,0.33
6,"ATL","MIA","Jarvis Landry",14.08,"ATL",0,20.20,14.4,14.3,21.0,1,4.67,10.75,15,7,0.25,52.50,3.00,0.25,250.50,1.25,93.00,0.50
7,"MIA","NYJ","Jarvis Landry",15.30,"NYJ",1,22.30,14.1,13.0,19.1,1,4.88,11.40,15,7,0.40,54.40,1.40,1.20,219.00,1.80,143.00,0.80
8,"BAL","MIA","Jarvis Landry",16.47,"BAL",0,8.30,14.2,14.2,19.1,0,5.22,11.33,15,7,0.50,60.83,2.67,1.50,203.83,1.50,141.33,0.67
9,"MIA","OAK","Jarvis Landry",15.30,"OAK",1,15.20,13.9,13.3,18.0,0,5.68,11.43,15,7,0.43,56.86,1.71,0.00,256.86,1.43,113.86,0.57
10,"CAR","MIA","Jarvis Landry",15.29,"CAR",0,15.20,13.2,12.6,18.7,0,5.26,10.88,15,7,0.50,53.75,3.38,0.38,201.63,1.25,81.63,0.38
11,"MIA","TB","Jarvis Landry",15.28,"TB",1,20.50,14.4,13.9,20.2,1,4.92,10.78,15,7,0.56,52.44,1.00,0.63,278.63,1.75,116.63,1.00
12,"NE","MIA","Jarvis Landry",15.80,"NE",0,15.00,14.4,14.1,20.8,0,4.92,10.80,15,7,0.60,56.70,1.67,0.78,299.44,1.89,121.11,0.56
7,"IND","JAC","Jaydon Mickens",,"IND",0,0.00,,,,0,,,,,,,2.20,1.20,308.00,1.60,103.20,1.20
9,"JAC","CIN","Jaydon Mickens",0.00,"CIN",1,0.00,,,,0,,0.00,0,0,0.00,0.00,3.00,0.67,196.00,1.17,111.33,0.50
10,"JAC","LAC","Jaydon Mickens",0.00,"LAC",1,2.10,,,,0,0.00,0.00,0,0,0.00,0.00,3.25,0.63,219.63,1.25,134.88,0.63
11,"CLE","JAC","Jaydon Mickens",0.70,"CLE",0,0.00,,,,0,1.21,0.67,2,0,0.00,3.67,2.00,0.63,241.88,2.00,84.25,0.63
12,"ARI","JAC","Jaydon Mickens",0.53,"ARI",0,-1.00,,,,0,1.05,0.50,2,0,0.00,2.75,2.44,0.89,260.78,1.78,97.44,0.78
5,"DAL","GB","Jeff Janis",0.00,"DAL",0,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,3.67,0.67,258.67,2.00,87.00,0.33
6,"MIN","GB","Jeff Janis",0.00,"MIN",0,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,2.50,0.75,267.75,1.25,71.25,0.25
7,"GB","NO","Jeff Janis",0.00,"NO",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,2.75,1.00,284.75,1.50,109.50,0.50
6,"KC","PIT","Jehu Chesson",,"PIT",1,0.00,,,,0,,,,,,,3.75,1.00,181.25,0.75,112.50,1.00
7,"OAK","KC","Jehu Chesson",0.00,"OAK",0,0.00,,,,0,,0.00,0,0,0.00,0.00,2.00,0.00,237.60,1.20,124.60,0.60
8,"KC","DEN","Jehu Chesson",0.00,"DEN",1,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,2.60,0.80,204.00,1.80,70.20,0.00
9,"DAL","KC","Jehu Chesson",0.00,"DAL",0,2.00,,,,0,0.00,0.00,0,0,0.00,0.00,3.50,0.33,247.83,1.83,115.33,0.50
12,"KC","BUF","Jehu Chesson",0.50,"BUF",1,0.00,,,,0,1.00,0.25,1,0,0.00,2.50,1.56,1.22,251.67,0.78,117.22,1.56
4,"NYJ","JAC","Jeremy Kerley",6.80,"JAC",1,8.70,6.8,5.9,10.2,0,3.39,4.00,5,3,0.00,28.00,5.50,1.00,189.50,1.00,136.00,1.50
5,"CLE","NYJ","Jeremy Kerley",7.43,"CLE",0,7.90,7.5,6.6,10.1,0,2.64,4.33,5,3,0.00,31.00,2.00,0.67,246.33,1.67,87.67,1.33
6,"NYJ","NE","Jeremy Kerley",7.55,"NE",1,14.10,8.3,8.1,10.8,0,2.17,4.25,5,3,0.00,33.00,2.00,0.75,335.25,2.75,132.75,0.75
7,"MIA","NYJ","Jeremy Kerley",8.86,"MIA",0,2.70,7.7,7.5,9.9,0,3.48,4.00,5,3,0.20,38.60,2.50,0.00,247.25,1.25,75.50,0.50
8,"NYJ","ATL","Jeremy Kerley",7.83,"ATL",1,0.70,7.4,7.5,9.9,0,4.00,4.00,5,3,0.17,35.00,2.40,0.40,230.60,1.40,102.00,0.40
9,"NYJ","BUF","Jeremy Kerley",6.81,"BUF",1,0.00,4.7,1.8,9.1,0,4.54,3.86,5,3,0.14,31.00,2.17,1.50,271.33,0.83,84.83,0.67
4,"BAL","PIT","Jeremy Maclin",9.50,"PIT",1,5.10,11.3,10.0,16.7,0,6.67,4.67,5,4,0.67,31.67,4.50,0.50,194.50,0.50,74.00,1.00
5,"OAK","BAL","Jeremy Maclin",8.40,"OAK",0,10.30,10.7,10.4,15.2,0,5.88,5.00,6,4,0.50,29.00,2.00,0.00,262.33,1.67,112.33,0.33
8,"BAL","MIA","Jeremy Maclin",8.78,"MIA",1,14.30,10.3,9.3,14.3,0,5.16,5.60,8,4,0.40,31.80,2.40,0.20,247.40,1.20,80.40,0.60
9,"TEN","BAL","Jeremy Maclin",9.70,"TEN",0,17.80,10.9,10.5,15.0,0,5.14,5.50,8,4,0.50,35.33,1.43,1.00,240.00,1.86,100.14,0.43
11,"GB","BAL","Jeremy Maclin",10.86,"GB",0,7.40,11.0,10.6,14.2,0,5.60,6.00,9,4,0.43,44.29,1.63,0.75,252.75,1.38,118.00,1.00
12,"BAL","HOU","Jeremy Maclin",10.43,"HOU",1,1.60,11.3,10.1,14.7,0,5.33,5.88,9,4,0.38,43.00,2.56,0.89,269.89,2.11,96.89,0.33
4,"NYJ","JAC","Jermaine Kearse",14.17,"JAC",1,5.70,10.2,9.7,14.0,0,7.68,5.67,9,3,0.67,55.00,5.50,1.00,189.50,1.00,136.00,1.50
5,"CLE","NYJ","Jermaine Kearse",12.05,"CLE",0,13.80,10.6,9.9,13.9,0,7.57,6.00,9,3,0.50,45.50,2.00,0.67,246.33,1.67,87.67,1.33
6,"NYJ","NE","Jermaine Kearse",12.40,"NE",1,11.90,10.5,10.2,14.7,0,6.60,5.60,9,3,0.60,44.00,2.00,0.75,335.25,2.75,132.75,0.75
7,"MIA","NYJ","Jermaine Kearse",12.32,"MIA",0,9.90,10.1,9.4,13.4,0,5.91,5.33,9,3,0.50,49.83,2.50,0.00,247.25,1.25,75.50,0.50
8,"NYJ","ATL","Jermaine Kearse",11.97,"ATL",1,3.40,10.1,9.4,13.7,0,5.47,5.14,9,3,0.57,46.86,2.40,0.40,230.60,1.40,102.00,0.40
9,"NYJ","BUF","Jermaine Kearse",10.90,"BUF",1,5.80,9.9,9.3,13.6,0,5.90,5.13,9,3,0.50,42.75,2.17,1.50,271.33,0.83,84.83,0.67
10,"TB","NYJ","Jermaine Kearse",10.33,"TB",0,7.50,10.0,9.3,13.5,0,5.77,5.22,9,3,0.44,42.22,1.00,0.71,280.86,1.71,111.71,1.00
12,"NYJ","CAR","Jermaine Kearse",10.05,"CAR",1,26.50,9.5,8.4,12.3,1,5.52,5.50,9,3,0.40,41.50,2.90,0.50,213.90,1.40,80.60,0.40
4,"ARI","SF","John Brown",8.20,"SF",1,7.70,7.8,6.2,13.8,0,,9.00,9,9,0.00,32.00,1.50,0.50,184.50,1.50,123.50,0.00
5,"PHI","ARI","John Brown",7.95,"PHI",0,10.60,9.5,8.7,14.2,0,0.35,8.00,9,7,0.00,39.50,2.67,1.00,285.67,1.67,75.00,0.67
6,"ARI","TB","John Brown",8.83,"TB",1,15.30,10.0,7.9,14.6,0,1.55,7.67,9,7,0.33,35.00,0.33,0.67,319.33,2.00,78.67,0.67
7,"LA","ARI","John Brown",10.45,"LA",0,1.60,10.2,9.2,13.9,0,3.47,6.75,9,4,0.50,42.00,3.00,1.20,228.00,1.40,133.60,1.40
9,"SF","ARI","John Brown",8.68,"SF",0,6.20,8.2,7.4,9.8,0,4.97,6.20,9,4,0.40,34.80,2.00,0.57,269.71,1.71,134.57,1.14
10,"ARI","SEA","John Brown",8.27,"SEA",1,4.70,6.9,5.0,11.8,0,4.56,5.83,9,4,0.33,37.67,2.43,1.14,230.86,1.29,117.71,0.71
