"week","home_team","away_team","full_name","avgpoints","defense","athome","actualpts","avg","low","high","intop30","std2017","rectar","maxrectar","minrectar","rectds","recyards","defsacks","passing_int","passing_yds_against","passing_tds_against","rushing_yds_allowed","rushing_tds_allowed"
4,"ARI","SF","Larry Fitzgerald",18.47,"SF",1,13.20,15.8,15.4,20.5,0,16.49,11.33,15,6,0.33,81.33,1.50,0.50,184.50,1.50,123.50,0.00
5,"PHI","ARI","Larry Fitzgerald",17.15,"PHI",0,11.10,15.0,14.5,21.0,0,13.72,10.25,15,6,0.50,69.00,2.67,1.00,285.67,1.67,75.00,0.67
6,"ARI","TB","Larry Fitzgerald",15.94,"TB",1,31.80,14.3,13.6,19.8,1,12.19,10.20,15,6,0.40,65.40,0.33,0.67,319.33,2.00,78.67,0.67
7,"LA","ARI","Larry Fitzgerald",18.58,"LA",0,5.90,15.8,15.7,20.2,0,12.68,10.33,15,6,0.50,77.50,3.00,1.20,228.00,1.40,133.60,1.40
9,"SF","ARI","Larry Fitzgerald",16.77,"SF",0,12.00,14.0,13.3,14.8,0,12.53,9.29,15,3,0.43,70.57,2.00,0.57,269.71,1.71,134.57,1.14
10,"ARI","SEA","Larry Fitzgerald",16.18,"SEA",1,24.30,12.3,11.5,17.4,1,11.72,9.25,15,3,0.38,70.50,2.43,1.14,230.86,1.29,117.71,0.71
11,"HOU","ARI","Larry Fitzgerald",17.08,"HOU",0,24.10,13.7,12.5,18.6,1,11.29,9.78,15,3,0.33,75.22,2.50,1.00,258.50,2.00,96.00,0.38
12,"ARI","JAC","Larry Fitzgerald",17.78,"JAC",1,6.20,12.7,12.8,17.6,0,10.88,9.80,15,3,0.40,76.80,3.89,1.22,189.44,0.67,120.67,0.67
11,"CLE","JAC","Larry Pinkard",,"CLE",0,0.00,,,,0,,,,,,,2.00,0.63,241.88,2.00,84.25,0.63
6,"ATL","MIA","Leonte Carroo",0.00,"ATL",0,0.00,,,,0,,2.00,2,2,0.00,0.00,3.00,0.25,250.50,1.25,93.00,0.50
7,"MIA","NYJ","Leonte Carroo",0.00,"NYJ",1,3.10,,,,0,0.00,2.50,3,2,0.00,0.00,1.40,1.20,219.00,1.80,143.00,0.80
8,"BAL","MIA","Leonte Carroo",1.03,"BAL",0,10.80,,,,0,1.79,2.00,3,1,0.00,7.00,2.67,1.50,203.83,1.50,141.33,0.67
10,"SF","NYG","Louis Murphy",,"NYG",1,6.80,,,,0,,,,,,,1.86,0.43,269.14,2.00,120.71,0.29
12,"SF","SEA","Louis Murphy",6.80,"SEA",1,9.40,,,,0,,2.00,2,2,0.00,48.00,2.78,0.89,237.33,1.11,100.89,0.89
6,"CAR","PHI","Mack Hollins",3.10,"CAR",0,5.80,,,,0,4.38,1.50,3,0,0.00,16.00,2.75,0.25,211.25,1.25,87.25,0.50
7,"PHI","WAS","Mack Hollins",4.00,"WAS",1,13.40,,,,0,3.47,1.67,3,0,0.00,23.33,3.00,1.00,242.50,1.25,87.50,0.50
8,"PHI","SF","Mack Hollins",6.35,"SF",1,5.00,,,,0,5.49,1.50,3,0,0.25,33.50,2.33,0.67,275.33,1.50,112.83,0.83
9,"PHI","DEN","Mack Hollins",6.08,"DEN",1,1.80,3.2,1.7,3.8,0,4.79,1.80,3,0,0.20,32.80,2.67,0.67,200.50,1.83,71.83,0.00
11,"DAL","PHI","Mack Hollins",5.37,"DAL",0,1.70,3.3,1.6,4.3,0,4.63,1.67,3,0,0.17,28.67,3.38,0.50,251.63,1.75,101.13,0.50
12,"PHI","CHI","Mack Hollins",4.84,"CHI",1,3.20,,,,0,4.45,1.57,3,0,0.14,25.57,2.89,0.44,224.11,1.00,110.11,0.89
4,"LAC","PHI","Marcus Johnson",,"LAC",0,0.00,,,,0,,,,,,,3.00,0.50,224.50,1.50,125.50,0.50
5,"PHI","ARI","Marcus Johnson",0.00,"ARI",1,1.60,,,,0,,1.00,1,1,0.00,0.00,2.00,0.67,230.33,2.00,85.67,1.00
6,"CAR","PHI","Marcus Johnson",0.80,"CAR",0,2.60,,,,0,1.13,1.00,1,1,0.00,3.00,2.75,0.25,211.25,1.25,87.25,0.50
7,"PHI","WAS","Marcus Johnson",1.40,"WAS",1,0.00,,,,0,1.31,1.00,1,1,0.00,7.33,3.00,1.00,242.50,1.25,87.50,0.50
9,"PHI","DEN","Marcus Johnson",1.05,"DEN",1,0.00,,,,0,1.28,1.00,1,1,0.00,5.50,2.67,0.67,200.50,1.83,71.83,0.00
4,"GB","CHI","Markus Wheaton",0.00,"GB",0,0.00,5.6,4.4,10.2,0,,2.00,2,2,0.00,0.00,3.00,0.00,205.00,0.50,115.50,1.00
5,"CHI","MIN","Markus Wheaton",0.00,"MIN",1,1.40,4.7,3.4,8.9,0,0.00,2.50,3,2,0.00,0.00,1.67,1.00,287.33,1.67,62.67,0.00
11,"CHI","DET","Markus Wheaton",0.47,"DET",1,0.00,,,,0,0.81,3.00,4,2,0.00,1.33,1.88,1.25,265.50,1.25,89.88,1.00
12,"PHI","CHI","Markus Wheaton",0.35,"PHI",0,0.00,,,,0,0.70,2.75,4,2,0.00,1.00,2.78,1.22,268.00,1.56,66.44,0.44
4,"NYJ","JAC","Marqise Lee",8.37,"NYJ",0,3.80,12.1,11.3,16.3,0,7.53,7.67,12,4,0.00,47.00,1.00,0.50,227.00,2.50,185.00,2.00
5,"PIT","JAC","Marqise Lee",7.23,"PIT",0,6.90,11.0,10.0,15.5,0,6.56,6.50,12,3,0.00,39.75,3.67,0.67,163.33,0.67,122.67,1.33
6,"JAC","LA","Marqise Lee",7.16,"LA",1,15.00,9.6,8.8,13.5,0,5.68,6.00,12,3,0.00,41.60,3.00,1.00,235.50,1.50,151.50,1.75
7,"IND","JAC","Marqise Lee",8.47,"IND",0,11.20,10.9,10.6,14.8,0,6.01,6.67,12,3,0.00,48.50,2.20,1.20,308.00,1.60,103.20,1.20
9,"JAC","CIN","Marqise Lee",8.86,"CIN",1,21.50,9.1,8.0,10.0,1,5.58,6.57,12,3,0.00,51.86,3.00,0.67,196.00,1.17,111.33,0.50
10,"JAC","LAC","Marqise Lee",10.44,"LAC",1,19.50,10.4,9.3,13.8,1,6.83,7.25,12,3,0.13,54.75,3.25,0.63,219.63,1.25,134.88,0.63
11,"CLE","JAC","Marqise Lee",11.44,"CLE",0,9.50,12.5,11.9,14.9,0,7.07,7.67,12,3,0.22,54.78,2.00,0.63,241.88,2.00,84.25,0.63
12,"ARI","JAC","Marqise Lee",11.25,"ARI",0,2.30,11.8,11.2,15.4,0,6.69,7.80,12,3,0.20,53.80,2.44,0.89,260.78,1.78,97.44,0.78
4,"ARI","SF","Marquise Goodwin",6.30,"ARI",0,2.80,6.8,5.0,11.7,0,1.66,5.67,6,5,0.00,36.33,2.50,1.00,254.00,2.00,79.00,0.50
5,"IND","SF","Marquise Goodwin",5.43,"IND",0,19.60,7.2,6.3,11.9,1,2.22,4.75,6,2,0.00,31.75,2.00,1.33,297.33,1.33,85.33,1.33
6,"WAS","SF","Marquise Goodwin",8.26,"WAS",0,5.20,7.7,5.8,12.0,0,6.62,6.00,11,2,0.00,48.60,3.00,1.00,242.50,1.25,87.50,0.50
7,"SF","DAL","Marquise Goodwin",7.75,"DAL",1,12.00,7.5,6.6,11.3,0,6.05,5.83,11,2,0.00,44.83,3.20,0.40,250.40,2.20,117.80,0.40
8,"PHI","SF","Marquise Goodwin",8.36,"PHI",0,0.00,7.7,6.6,11.9,0,5.76,6.14,11,2,0.00,49.86,2.33,1.00,289.00,1.50,65.67,0.67
9,"SF","ARI","Marquise Goodwin",7.31,"ARI",1,8.80,7.5,6.8,11.6,0,6.09,5.75,11,2,0.00,43.63,1.71,1.00,259.29,2.00,105.57,0.86
10,"SF","NYG","Marquise Goodwin",7.48,"NYG",1,17.10,9.1,9.0,11.5,0,5.72,6.00,11,2,0.00,46.33,1.86,0.43,269.14,2.00,120.71,0.29
12,"SF","SEA","Marquise Goodwin",8.44,"SEA",1,11.80,9.1,8.4,12.5,0,6.19,5.60,11,2,0.10,50.00,2.78,0.89,237.33,1.11,100.89,0.89
4,"BAL","PIT","Martavis Bryant",9.07,"BAL",0,7.80,10.4,9.9,14.2,0,8.47,6.00,8,4,0.33,45.00,4.00,4.00,235.00,0.50,85.00,0.00
5,"PIT","JAC","Martavis Bryant",8.75,"JAC",1,8.40,10.4,9.2,13.4,0,6.94,5.75,8,4,0.25,45.75,4.33,1.33,147.67,1.00,135.33,1.00
6,"KC","PIT","Martavis Bryant",8.68,"KC",0,4.70,9.9,9.3,13.9,0,6.01,6.20,8,4,0.20,40.80,2.75,1.00,264.25,1.00,111.50,1.00
7,"PIT","CIN","Martavis Bryant",8.02,"CIN",1,1.50,8.9,6.6,13.4,0,5.62,5.67,8,3,0.17,38.50,3.60,0.80,181.60,1.00,103.20,0.60
10,"IND","PIT","Martavis Bryant",7.09,"IND",0,8.30,7.0,5.3,10.2,0,5.69,5.14,8,2,0.14,33.43,2.00,0.88,302.38,1.50,116.25,1.25
11,"PIT","TEN","Martavis Bryant",7.24,"TEN",1,5.00,7.0,5.6,10.3,0,5.29,5.13,8,2,0.13,34.50,1.50,1.13,244.63,1.88,96.75,0.38
12,"PIT","GB","Martavis Bryant",6.99,"GB",1,14.10,6.9,5.7,9.2,0,5.00,5.00,8,2,0.11,34.00,2.00,0.67,257.67,1.33,111.00,0.89
6,"ATL","MIA","Marvin Hall",,"MIA",1,11.00,,,,0,,,,,,,1.33,0.00,282.67,1.33,77.67,0.67
10,"ATL","DAL","Marvin Hall",11.00,"DAL",1,0.00,,,,0,,2.00,2,2,1.00,40.00,3.57,0.43,250.00,1.71,105.86,0.57
11,"SEA","ATL","Marvin Hall",5.50,"SEA",0,0.00,,,,0,7.78,2.00,2,2,0.50,20.00,2.88,1.00,232.88,1.13,109.38,0.88
4,"MIN","DET","Marvin Jones",8.93,"MIN",0,6.20,9.3,8.2,13.2,0,3.22,4.33,6,2,0.67,29.33,1.50,0.00,267.00,1.50,81.00,0.00
5,"DET","CAR","Marvin Jones",8.25,"CAR",1,11.40,9.1,7.4,13.1,0,2.96,4.50,6,2,0.50,32.50,2.67,0.33,179.33,1.00,89.67,0.33
6,"NO","DET","Marvin Jones",8.88,"NO",0,21.60,10.4,9.8,13.9,1,2.93,5.20,8,2,0.40,36.80,2.75,1.00,284.75,1.50,109.50,0.50
8,"DET","PIT","Marvin Jones",11.00,"PIT",1,21.80,12.1,10.5,15.9,1,5.82,6.67,14,2,0.50,46.67,3.33,0.83,177.67,0.67,118.17,1.00
9,"GB","DET","Marvin Jones",12.54,"GB",0,32.70,10.8,10.6,13.1,1,6.70,7.29,14,2,0.43,58.29,1.71,0.86,237.29,1.29,125.71,1.00
10,"DET","CLE","Marvin Jones",15.06,"CLE",1,3.20,12.7,12.0,15.8,0,9.45,7.75,14,2,0.63,64.38,2.00,0.63,241.88,2.00,84.25,0.63
11,"CHI","DET","Marvin Jones",13.74,"CHI",0,18.50,11.4,10.8,14.5,0,9.68,7.11,14,2,0.56,59.67,2.88,0.50,225.63,1.00,103.88,0.88
12,"DET","MIN","Marvin Jones",14.22,"MIN",1,31.90,11.1,10.1,15.0,1,9.25,7.10,14,2,0.60,62.20,2.67,0.89,233.78,1.11,81.33,0.56
7,"NE","ATL","Matthew Slater",,"ATL",1,0.00,,,,0,,,,,,,3.00,0.25,250.50,1.25,93.00,0.50
8,"NE","LAC","Matthew Slater",0.00,"LAC",1,0.00,,,,0,,0.00,0,0,0.00,0.00,3.00,0.67,207.00,1.50,152.50,0.83
10,"DEN","NE","Matthew Slater",0.00,"DEN",0,0.00,,,,0,0.00,0.00,0,0,0.00,0.00,2.43,0.71,200.71,1.71,72.86,0.00
10,"WAS","MIN","Maurice Harris",,"MIN",1,13.00,,,,0,,,,,,,2.88,0.88,222.13,1.13,81.38,0.38
12,"WAS","NYG","Maurice Harris",13.00,"NYG",1,3.20,,,,0,,3.00,3,3,1.00,50.00,1.44,0.44,275.89,2.22,132.56,0.67
5,"PIT","JAC","Max McCaffrey",,"PIT",0,1.40,,,,0,,,,,,,3.67,0.67,163.33,0.67,122.67,1.33
6,"JAC","LA","Max McCaffrey",1.40,"LA",1,0.00,,,,0,,1.00,1,1,0.00,4.00,3.00,1.00,235.50,1.50,151.50,1.75
4,"BAL","PIT","Michael Campanaro",0.90,"PIT",1,6.50,,,,0,0.96,0.67,2,0,0.00,1.00,4.50,0.50,194.50,0.50,74.00,1.00
5,"OAK","BAL","Michael Campanaro",2.30,"OAK",0,1.80,3.8,1.8,5.8,0,2.91,2.00,6,0,0.00,7.00,2.00,0.00,262.33,1.67,112.33,0.33
6,"BAL","CHI","Michael Campanaro",2.20,"CHI",1,5.40,,,,0,2.53,1.80,6,0,0.00,7.20,2.25,0.00,234.75,1.75,84.50,1.00
7,"MIN","BAL","Michael Campanaro",2.73,"MIN",0,8.00,3.5,1.7,5.9,0,2.61,2.33,6,0,0.00,10.00,2.20,0.80,247.40,1.40,80.00,0.20
11,"GB","BAL","Michael Campanaro",3.49,"GB",0,0.00,,,,0,3.11,2.43,6,0,0.00,13.00,1.63,0.75,252.75,1.38,118.00,1.00
5,"OAK","BAL","Michael Crabtree",16.00,"BAL",1,20.20,11.3,9.6,15.5,1,15.22,5.33,7,3,1.00,56.67,2.67,2.67,238.00,1.67,112.00,0.33
6,"OAK","LAC","Michael Crabtree",17.05,"LAC",1,17.20,14.3,14.1,18.0,0,12.60,6.00,8,3,1.00,63.00,3.00,0.25,211.50,1.50,163.50,0.75
7,"OAK","KC","Michael Crabtree",17.08,"KC",1,11.40,13.9,13.7,18.2,0,10.92,6.80,10,3,1.00,60.80,2.80,0.80,263.60,1.80,118.00,0.80
8,"BUF","OAK","Michael Crabtree",16.13,"BUF",0,13.30,13.6,13.2,17.1,0,10.04,6.83,10,3,1.00,54.67,2.40,1.60,248.80,0.40,88.00,0.80
9,"MIA","OAK","Michael Crabtree",15.73,"MIA",0,7.00,14.0,13.5,17.5,0,9.22,7.29,10,3,0.86,58.71,2.50,0.33,241.00,1.50,82.33,0.67
11,"OAK","NE","Michael Crabtree",14.64,"NE",1,13.10,14.1,13.4,19.2,0,9.08,6.88,10,3,0.75,56.38,1.88,0.75,309.25,2.00,121.50,0.63
5,"CHI","MIN","Michael Floyd",,"CHI",0,2.90,4.1,1.9,6.9,0,,,,,,,2.33,0.00,253.33,1.00,83.67,1.00
6,"MIN","GB","Michael Floyd",2.90,"GB",1,1.50,4.9,2.4,7.3,0,,1.00,1,1,0.00,19.00,2.50,0.50,210.00,1.00,111.00,0.75
8,"CLE","MIN","Michael Floyd",2.20,"CLE",0,1.70,,,,0,0.99,2.00,3,1,0.00,12.00,2.17,0.67,240.67,2.33,84.33,0.67
11,"MIN","LA","Michael Floyd",2.03,"LA",1,3.60,,,,0,0.76,1.67,3,1,0.00,10.33,3.13,1.25,223.13,1.25,121.63,1.00
12,"DET","MIN","Michael Floyd",2.43,"DET",0,1.80,,,,0,1.00,1.75,3,1,0.00,11.75,2.11,1.22,262.33,1.22,102.22,1.11
4,"MIA","NO","Michael Thomas",15.03,"MIA",0,22.90,,,,0,6.18,8.67,10,8,0.33,73.67,1.00,0.00,331.00,1.00,44.00,1.00
6,"NO","DET","Michael Thomas",17.00,"DET",1,4.10,,,,0,6.40,9.25,11,8,0.50,77.50,2.50,1.75,255.25,1.00,86.25,0.75
7,"GB","NO","Michael Thomas",14.42,"GB",0,15.20,,,,0,8.00,8.60,11,6,0.40,64.20,2.20,0.60,218.20,1.40,121.40,0.80
8,"NO","CHI","Michael Thomas",14.55,"CHI",1,14.70,,,,0,7.16,9.00,11,6,0.33,67.17,2.67,0.33,215.83,1.33,103.67,0.83
9,"NO","TB","Michael Thomas",14.57,"TB",1,14.50,16.3,15.0,20.8,0,6.54,8.86,11,6,0.29,68.57,1.17,0.67,302.00,1.83,113.67,1.00
10,"BUF","NO","Michael Thomas",14.56,"BUF",0,23.70,15.1,12.9,23.0,0,6.05,9.13,11,6,0.25,68.13,1.86,1.57,277.29,0.86,80.43,0.71
11,"NO","WAS","Michael Thomas",15.58,"WAS",1,15.10,16.3,15.1,24.1,0,6.43,9.22,11,6,0.22,73.56,2.75,1.00,243.88,1.50,109.88,0.75
12,"LA","NO","Michael Thomas",15.53,"LA",0,10.20,16.1,13.3,24.7,0,6.06,9.40,11,6,0.20,75.30,3.11,1.33,222.89,1.22,118.00,0.89
4,"TB","NYG","Mike Evans",18.00,"NYG",1,17.70,16.3,15.7,20.5,0,6.08,10.50,12,9,0.50,80.00,2.00,0.00,195.00,1.50,133.50,0.00
5,"TB","NE","Mike Evans",17.90,"NE",1,9.90,17.4,16.3,23.6,0,4.30,10.67,12,9,0.67,75.67,2.00,0.67,341.67,2.67,130.33,0.67
6,"ARI","TB","Mike Evans",15.90,"ARI",0,18.50,15.8,14.8,21.3,0,5.32,10.00,12,8,0.50,69.00,2.25,0.75,231.25,1.50,88.00,0.75
7,"BUF","TB","Mike Evans",16.42,"BUF",0,21.80,15.1,14.1,20.9,1,4.76,9.60,12,8,0.60,74.20,2.40,1.60,248.80,0.40,88.00,0.80
8,"TB","CAR","Mike Evans",17.32,"CAR",1,11.00,16.0,14.9,20.9,0,4.79,9.67,12,8,0.67,76.50,3.33,0.17,216.00,1.67,83.33,0.50
9,"NO","TB","Mike Evans",16.41,"NO",0,2.30,16.4,15.8,20.5,0,4.98,9.71,12,8,0.57,74.14,2.83,1.33,256.33,1.50,114.17,0.67
11,"MIA","TB","Mike Evans",14.65,"MIA",0,14.20,14.7,13.8,18.9,0,6.79,9.25,12,6,0.50,66.50,2.00,0.38,233.38,1.50,94.00,0.75
12,"ATL","TB","Mike Evans",14.60,"ATL",0,13.80,15.0,14.4,19.5,0,6.36,9.33,12,6,0.44,69.33,2.89,0.22,219.11,1.22,113.67,0.56
11,"MIN","LA","Mike Thomas",,"MIN",0,2.20,,,,0,,,,,,,2.88,0.88,222.13,1.13,81.38,0.38
4,"BAL","PIT","Mike Wallace",1.83,"PIT",1,17.50,8.4,7.1,13.4,0,0.15,3.00,5,1,0.00,7.00,4.50,0.50,194.50,0.50,74.00,1.00
5,"OAK","BAL","Mike Wallace",5.75,"OAK",0,19.30,8.2,6.5,13.4,1,7.83,4.75,10,1,0.25,19.00,2.00,0.00,262.33,1.67,112.33,0.33
6,"BAL","CHI","Mike Wallace",8.46,"CHI",1,6.00,8.7,6.4,12.3,0,9.10,4.40,10,1,0.20,41.80,2.25,0.00,234.75,1.75,84.50,1.00
7,"MIN","BAL","Mike Wallace",8.05,"MIN",0,1.90,8.0,6.1,11.9,0,8.20,4.50,10,1,0.17,39.83,2.20,0.80,247.40,1.40,80.00,0.20
9,"TEN","BAL","Mike Wallace",7.17,"TEN",0,11.90,7.6,6.3,8.6,0,7.84,4.00,10,1,0.14,35.43,1.43,1.00,240.00,1.86,100.14,0.43
11,"GB","BAL","Mike Wallace",7.76,"GB",0,15.60,7.6,6.1,11.2,0,7.45,4.38,10,1,0.25,33.38,1.63,0.75,252.75,1.38,118.00,1.00
12,"BAL","HOU","Mike Wallace",8.63,"HOU",1,9.80,8.1,5.9,11.8,0,7.44,4.33,10,1,0.33,35.89,2.56,0.89,269.89,2.11,96.89,0.33
6,"OAK","LAC","Mike Williams",,"OAK",0,2.50,5.0,3.5,6.9,0,,,,,,,2.50,0.00,241.50,1.50,120.00,0.25
7,"LAC","DEN","Mike Williams",2.50,"LAC",0,0.00,5.6,5.1,6.8,0,,1.00,1,1,0.00,15.00,3.40,0.40,214.20,1.60,161.20,0.80
8,"NE","LAC","Mike Williams",1.25,"NE",0,1.70,5.4,4.4,7.3,0,1.77,1.50,2,1,0.00,7.50,2.33,0.83,338.17,2.33,115.83,0.67
10,"JAC","LAC","Mike Williams",1.40,"JAC",0,4.40,3.7,3.3,5.2,0,1.28,1.67,2,1,0.00,7.33,4.71,1.43,190.57,0.57,138.57,0.71
11,"LAC","BUF","Mike Williams",2.15,"LAC",0,8.80,5.1,4.2,6.6,0,1.83,1.75,2,1,0.00,11.50,3.25,0.63,219.63,1.25,134.88,0.63
4,"ATL","BUF","Mohamed Sanu",12.33,"BUF",1,1.70,11.1,10.3,16.1,0,1.46,7.00,9,6,0.33,53.33,3.50,1.00,207.50,0.00,57.50,0.50
7,"NE","ATL","Mohamed Sanu",9.68,"NE",0,12.50,10.2,9.5,16.3,0,5.45,6.00,9,3,0.25,40.75,2.00,0.60,335.00,2.40,124.20,0.80
8,"NYJ","ATL","Mohamed Sanu",10.24,"NYJ",0,19.40,10.0,9.4,14.1,1,4.88,6.80,10,3,0.20,45.60,1.17,1.17,225.33,1.83,138.83,0.83
9,"CAR","ATL","Mohamed Sanu",11.77,"CAR",0,11.30,10.1,9.1,15.0,0,5.75,6.83,10,3,0.33,50.33,3.43,0.14,200.43,1.43,81.14,0.43
10,"ATL","DAL","Mohamed Sanu",11.70,"DAL",1,5.90,11.4,10.4,16.0,0,5.25,6.29,10,3,0.43,46.43,3.57,0.43,250.00,1.71,105.86,0.57
11,"SEA","ATL","Mohamed Sanu",10.98,"SEA",0,12.70,10.7,9.6,15.4,0,5.28,6.13,10,3,0.38,44.25,2.88,1.00,232.88,1.13,109.38,0.88
12,"ATL","TB","Mohamed Sanu",11.17,"TB",1,20.44,11.0,9.6,15.8,0,4.97,5.78,10,3,0.44,43.11,1.56,0.67,276.78,1.67,109.89,0.89
10,"TB","NYJ","Neal Sterling",0.90,"TB",0,0.00,0.6,0.6,0.6,0,1.27,1.00,1,1,0.00,4.00,1.00,0.71,280.86,1.71,111.71,1.00
4,"LAC","PHI","Nelson Agholor",10.83,"LAC",0,8.80,8.3,7.5,10.9,0,8.68,4.67,8,3,0.67,38.33,3.00,0.50,224.50,1.50,125.50,0.50
5,"PHI","ARI","Nelson Agholor",10.33,"ARI",1,19.30,7.7,6.4,11.8,1,7.16,4.50,8,3,0.50,43.25,2.00,0.67,230.33,2.00,85.67,1.00
6,"CAR","PHI","Nelson Agholor",12.12,"CAR",0,15.50,8.2,6.5,10.9,0,7.39,4.60,8,3,0.60,53.20,2.75,0.25,211.25,1.25,87.25,0.50
7,"PHI","WAS","Nelson Agholor",12.68,"WAS",1,14.50,9.9,9.7,11.4,0,6.75,5.00,8,3,0.67,53.50,3.00,1.00,242.50,1.25,87.50,0.50
8,"PHI","SF","Nelson Agholor",12.94,"SF",1,5.60,10.5,10.6,11.6,0,6.20,5.00,8,3,0.71,52.29,2.33,0.67,275.33,1.50,112.83,0.83
9,"PHI","DEN","Nelson Agholor",12.03,"DEN",1,5.60,9.8,9.0,13.5,0,6.30,4.75,8,3,0.63,49.00,2.67,0.67,200.50,1.83,71.83,0.00
11,"DAL","PHI","Nelson Agholor",11.31,"DAL",0,0.80,10.0,9.3,13.9,0,6.27,4.67,8,3,0.56,47.56,3.38,0.50,251.63,1.75,101.13,0.50
12,"PHI","CHI","Nelson Agholor",10.26,"CHI",1,12.20,9.5,9.5,12.6,0,6.78,4.70,8,3,0.50,42.60,2.89,0.44,224.11,1.00,110.11,0.89
4,"ATL","BUF","Nick Williams",,"BUF",1,6.00,,,,0,,,,,,,3.50,1.00,207.50,0.00,57.50,0.50
11,"DAL","PHI","Noah Brown",2.30,"PHI",1,2.40,,,,0,,1.00,1,1,0.00,13.00,2.78,1.22,268.00,1.56,66.44,0.44
4,"TB","NYG","Odell Beckham",18.25,"TB",0,16.00,18.0,17.5,23.1,0,15.06,9.00,13,5,1.00,57.50,1.00,2.00,301.00,1.00,20.00,0.00
5,"NYG","LAC","Odell Beckham",17.50,"LAC",1,21.50,17.8,17.6,21.9,1,10.73,11.00,15,5,0.67,68.33,3.67,0.33,201.33,1.67,146.67,0.67
4,"SEA","IND","Paul Richardson",10.27,"IND",1,9.50,9.1,8.8,11.6,0,0.64,6.33,7,5,0.67,36.00,2.50,0.50,325.00,1.00,72.50,1.00
5,"LA","SEA","Paul Richardson",10.08,"LA",0,6.50,8.8,8.6,10.9,0,0.64,5.50,7,3,0.50,43.25,3.33,1.00,230.00,1.00,139.00,2.00
7,"NYG","SEA","Paul Richardson",9.36,"NYG",0,14.10,8.3,7.2,10.6,0,1.69,5.40,7,3,0.40,41.60,1.60,0.20,231.20,2.00,139.00,0.40
8,"SEA","HOU","Paul Richardson",10.15,"HOU",1,31.50,8.4,7.7,11.5,1,2.46,4.83,7,2,0.50,44.83,2.50,1.17,218.00,1.67,107.17,0.50
9,"SEA","WAS","Paul Richardson",13.20,"WAS",1,7.10,10.0,9.6,12.2,0,8.38,5.14,7,2,0.71,53.43,3.00,1.00,252.83,1.67,93.67,0.67
10,"ARI","SEA","Paul Richardson",12.44,"ARI",0,5.30,9.6,8.9,12.3,0,8.05,4.88,7,2,0.63,51.88,1.71,1.00,259.29,2.00,105.57,0.86
11,"SEA","ATL","Paul Richardson",11.64,"ATL",1,10.60,10.0,9.6,11.9,0,7.90,4.56,7,2,0.56,50.89,2.25,0.25,224.50,1.38,114.50,0.50
12,"SF","SEA","Paul Richardson",11.54,"SF",0,11.00,10.1,9.7,11.6,0,7.45,4.90,8,2,0.50,51.40,2.00,0.60,257.30,1.80,133.50,0.90
4,"DAL","LA","Pharoh Cooper",0.13,"DAL",0,0.00,,,,0,0.23,0.67,1,0,0.00,1.33,2.50,1.00,225.50,2.00,106.00,0.50
5,"LA","SEA","Pharoh Cooper",0.10,"SEA",1,4.20,,,,0,0.20,0.50,1,0,0.00,1.00,2.00,0.67,211.67,1.00,146.00,0.67
6,"JAC","LA","Pharoh Cooper",0.92,"JAC",0,0.00,,,,0,1.84,1.20,4,0,0.00,5.20,4.50,1.25,174.50,0.75,165.50,1.25
7,"LA","ARI","Pharoh Cooper",0.77,"ARI",1,0.00,,,,0,1.69,1.00,4,0,0.00,4.33,2.00,0.80,245.80,2.00,94.80,0.60
9,"NYG","LA","Pharoh Cooper",0.66,"NYG",0,1.90,,,,0,1.57,0.86,4,0,0.00,3.71,1.86,0.43,269.14,2.00,120.71,0.29
10,"LA","HOU","Pharoh Cooper",0.81,"HOU",1,3.20,,,,0,1.52,0.88,4,0,0.00,4.38,2.43,1.14,251.43,2.00,96.57,0.43
11,"MIN","LA","Pharoh Cooper",1.08,"MIN",0,0.00,,,,0,1.63,1.00,4,0,0.00,5.22,2.88,0.88,222.13,1.13,81.38,0.38
12,"LA","NO","Pharoh Cooper",0.97,"NO",1,1.90,,,,0,1.57,1.00,4,0,0.00,4.70,2.78,1.11,219.11,1.22,110.89,0.56
4,"NE","CAR","Phillip Dorsett",5.25,"CAR",1,2.70,,,,0,7.42,2.00,3,1,0.00,34.00,3.50,0.50,159.00,0.00,60.00,0.00
6,"NYJ","NE","Phillip Dorsett",4.40,"NYJ",0,0.00,,,,0,5.45,1.67,3,1,0.00,28.33,1.50,1.00,203.50,1.75,143.75,1.00
7,"NE","ATL","Phillip Dorsett",3.30,"ATL",1,0.00,,,,0,4.97,2.00,3,1,0.00,21.25,3.00,0.25,250.50,1.25,93.00,0.50
10,"DEN","NE","Phillip Dorsett",2.64,"DEN",0,3.60,3.8,1.9,5.8,0,4.55,1.60,3,0,0.00,17.00,2.43,0.71,200.71,1.71,72.86,0.00
12,"NE","MIA","Phillip Dorsett",2.80,"MIA",1,4.90,,,,0,4.09,1.67,3,0,0.00,16.83,1.78,0.33,235.67,1.78,116.22,0.89
4,"ARI","SF","Pierre Garcon",14.63,"ARI",0,7.60,12.9,11.6,18.6,0,9.31,8.33,10,5,0.00,83.00,2.50,1.00,254.00,2.00,79.00,0.50
5,"IND","SF","Pierre Garcon",12.88,"IND",0,17.40,13.6,12.7,19.4,0,8.38,8.25,10,5,0.00,71.25,2.00,1.33,297.33,1.33,85.33,1.33
